863,"JÁ"
864,"ACORDO"
865,"LEVANDO"
866,"TIRO"
867,"TODAS"
868,"AS"
869,"PARTES"
870,Fri Apr 07 16:18:25 CEST 2017 - PWT EU FUI😭💜 - Thigh Harry ( Brazil ) : RT"
871,Fri Apr 07 16:18:25 CEST 2017 - bárbara💡 - Chile : RT"
872,"@VigorousStylesx:"
873,"when"
874,"first"
875,"time"
876,"https://t.co/MrOyIoYr9F"
877,Fri Apr 07 16:18:25 CEST 2017 - Jade. - Nice  : RT"
878,"@UpdatesHarrySFR:"
879,"battu"
880,"d’Adele"
881,"pour"
882,"chanson"
883,"plus"
884,"rapide"
885,"devenir"
886,"première"
887,"au"
888,"US"
889,"sur"
890,"Itunes."
891,"Avec"
892,"une…"
893,Fri Apr 07 16:18:25 CEST 2017 - malea - varginha, brasil : RT"
894,"@TeamDirectionBR:"
895,"dor"
896,"merece"
897,"ser"
898,"sentida"
899,"https://t.co/URG7aq8WW9"
900,Fri Apr 07 16:18:25 CEST 2017 - . unicorn 1D .🦄 - Coxa do Harry  : RT"
901,Fri Apr 07 16:18:25 CEST 2017 - Tai❤💛💚💙💜💙💚💛❤ - Boulevard of Broken Dreams : RT"
902,"@biancaxrobles:"
903,"cant"
904,"over"
905,"how"
906,"is."
907,"entire"
908,"thing"
909,"start"
910,"finish"
911,"masterpiece"
912,Fri Apr 07 16:18:25 CEST 2017 - Lucila Mendez - Tucumán, Argentina : RT"
913,"@duhouis:"
914,""harry"
915,"rompió"
916,"récord"
917,"adele"
918,"ella"
919,"tuvo"
920,"50"
921,"ÉL"
922,"19""
923,"https://t.co/bAadFEXU52"
924,Fri Apr 07 16:18:25 CEST 2017 - Aurelia Ramirez -  : RT"
925,Fri Apr 07 16:18:25 CEST 2017 - Asanti Stylinson -  : RT"
926,""Cuando"
927,"vienes"
928,"ver"
929,"gemelos?""
930,"-pregunta"
931,"Ronnie"
932,"Wood"
933,Fri Apr 07 16:18:25 CEST 2017 - am - Venezuela : RT"
934,"@mileygato:"
935,"niall"
936,"liam"
937,"ya"
938,"felicitaron"
939,"harry"
940,"llega"
941,"felicirarlo"
942,"zayn"
943,"louis"
944,"vivo"
945,"para"
946,"contarlo"
947,Fri Apr 07 16:18:25 CEST 2017 - TODAY  ◟̽◞̽ - april 7th : RT"
948,"@TheHarryNews:"
949,"70"
950,"countries!"
951,"https://t.co/1eMnbA5p9T"
952,Fri Apr 07 16:18:25 CEST 2017 - Yamel C. - South America : RT"
953,Fri Apr 07 16:18:25 CEST 2017 - Just a fangirl -  : RT"
954,Fri Apr 07 16:18:25 CEST 2017 - 🦋 - Buenos Aires, Argentina : RT"
955,"@WORLDMUSICAWARD:"
956,"premieres"
957,"its"
958,"already"
959,"nearly"
960,"80"
961,"including"
962,"UK!👏☝🏻🎵🌎h…"
963,Fri Apr 07 16:18:25 CEST 2017 - Gialss -  : RT"
964,"@thatboyfan:"
965,"🎤|Stream"
966,"Buy#SignOfTheTimes"
967,"↙⬇↘→"
968,"iTunes:"
969,"https://t.co/GejGbNARxn→"
970,"YouTube:"
971,"https://t.co/HBARqMnvP1"
972,"→"
973,"Spotify:"
974,"https:…"
975,Fri Apr 07 16:18:25 CEST 2017 - mands - {may 10th, 2014} : mood"
976,"https://t.co/0gZUL9T4E4"
977,Fri Apr 07 16:18:25 CEST 2017 - SOTT, EU TE VENERO -  Slá  : RT"
978,"COMO"
979,"FANDOM"
980,"ESTÁ"
981,"https://t.co/aIxMts9Vho"
982,Fri Apr 07 16:18:25 CEST 2017 - Marcy -  : RT"
983,"@tanamomsgeau:"
984,"like"
985,"it'll"
986,"alright"
987,"https://t.co/uW0HxB5YAL"
988,Fri Apr 07 16:18:25 CEST 2017 - Tess✌ - Los Angeles, CA : RT"
989,"@acciomystyles:"
990,"Chciałabym"
991,"jakoś"
992,"bardziej"
993,"tym"
994,"wypowiedzieć"
995,"ale"
996,"brak"
997,"mi"
998,"słów"
999,"po"
1000,"prostu"
1001,"cudowne"
